folder,label,0-1,1-2,2-3,dropped_count
5193n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
5193n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
5193n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23642n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23642n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
23642n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
65650e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
65650e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
65650e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
19803e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
19803e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
19803e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
47798n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
47798n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
47798n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
134103n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
134103n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
134103n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
55888c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
55888c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
55888c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
84055n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
84055n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
84055n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
48222n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
48222n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
48222n,C,"{'num': 0, 'text': []}","{'num': 1, 'text': ['The news criticizes administrators for ignoring basic security, suggesting they do care about security but fail to implement it properly.']}","{'num': 0, 'text': []}",1
138285n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
138285n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
138285n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
32889n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
32889n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
32889n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
126486n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
126486n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
126486n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111680e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111680e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
111680e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82700c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82700c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82700c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
113039e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
113039e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
113039e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82510e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82510e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82510e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
123038e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
123038e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
123038e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
58954c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
58954c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
58954c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
135247c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
135247c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
135247c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
113967e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
113967e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
113967e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
115821n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
115821n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
115821n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
137319n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
137319n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
137319n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91797c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91797c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91797c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
10547c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
10547c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
10547c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45605n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45605n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45605n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
14459n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
14459n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
14459n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
15771c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
15771c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
15771c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
116059n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
116059n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
116059n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105196n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105196n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105196n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
26143n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
26143n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
26143n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
134655c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
134655c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
134655c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
30894c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
30894c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
30894c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
66858n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
66858n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
66858n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
24103n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
24103n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
24103n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
124037n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
124037n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
124037n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
123748n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
123748n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
123748n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
100792c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
100792c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
100792c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
53468n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
53468n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
53468n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
134514c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
134514c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
134514c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
100895c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
100895c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
100895c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91709c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91709c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 1, 'text': ['The use of ""hollow"" could imply a lack of emotional connection or sincerity from San\'doro, which Jon recognized as truthful.']}",1
91709c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
49172n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
49172n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
49172n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
62273n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
62273n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
62273n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
98739n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
98739n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
98739n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
117680c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
117680c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
117680c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21957n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21957n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
21957n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
76957c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
76957c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
76957c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
24163e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
24163e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
24163e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
17660e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
17660e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
17660e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45306n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45306n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
45306n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
24126n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
24126n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
24126n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
7856c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
7856c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
7856c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
75259c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
75259c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 1, 'text': ['The presence of buffet and a la carte does not necessitate table service being offered.']}",1
75259c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
77025c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
77025c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
77025c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
46576e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
46576e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
46576e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
25437n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
25437n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
25437n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
77299n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
77299n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
77299n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
9393n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
9393n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
9393n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
50484c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
50484c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
50484c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
138530e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
138530e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
138530e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
98621n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
98621n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
98621n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11303n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11303n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11303n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82415n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82415n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
82415n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
66185c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
66185c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
66185c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105769c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105769c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105769c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
19668c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
19668c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
19668c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
18189e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
18189e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
18189e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
142643c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
142643c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
142643c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91913n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91913n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
91913n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
22235n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
22235n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
22235n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105179c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105179c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
105179c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
10916n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
10916n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
10916n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 1, 'text': ['""Long way"" might refer to physical distance traveled, unrelated to learning.']}",1
122322e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
122322e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
122322e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
75572n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
75572n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
75572n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
56582n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
56582n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
56582n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
132525n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
132525n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
132525n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
2133n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
2133n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
2133n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
139362e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
139362e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
139362e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
135251n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
135251n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
135251n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
10724n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
10724n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
10724n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
48553c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
48553c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
48553c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
121910e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
121910e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
121910e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
136360e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
136360e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
136360e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 1, 'text': ['The phrase ""I can FEEL him"" might indicate a strong emotional connection rather than a detection of presence.']}",1
67836n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
67836n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
67836n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11971n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11971n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
11971n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
49611e,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
49611e,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
49611e,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
83248c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
83248c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
83248c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
28601n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
28601n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
28601n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
65879c,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
65879c,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
65879c,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
139635n,E,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
139635n,N,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
139635n,C,"{'num': 0, 'text': []}","{'num': 0, 'text': []}","{'num': 0, 'text': []}",0
